sku,year_month,revenue,quantity,unique_customers,avg_discount_pct,avg_unit_price,units_sold,delivered_qty,stock_available,price_unit,promotion_flag,delivery_days,year_month_dt,launch_month,product_age_months,sales_growth_rate,rolling_avg_sales_3m,rolling_avg_sales_6m,consecutive_negative_growth_count,sales_std_dev_3m,coefficient_of_variation,growth_volatility_3m,peak_sales_value,drop_from_peak_percentage,is_peak_month,time_since_peak,sales_momentum,plc_stage,decline_risk_3m,decline_risk_prob,decline_risk_level,decline_reason,recommended_action
mi-008,2022-07,5920.29,1141,436,5.087912087912088,5.155959706959707,1141.0,0.0,157.97240888548887,5.155959706959707,0.0,3.001113771337278,2022-07-01,2022-01-01,6,-0.010407632263660038,1153.3333333333333,1123.0,2,12.503332889007499,0.010841040077174133,0.02620484369118738,1253.0,0.0893854748603352,0,6,0.0007415958667001954,Introduction,0,0.002905660377358491,Low Risk,,
sn-010,2022-07,8691.17,1515,575,5.0,5.082512458471761,1515.0,0.0,158.1383723569427,5.082512458471761,0.0,3.0047479272894626,2022-07-01,2022-01-01,6,0.09228550829127613,1467.6666666666667,1462.5,0,70.20921117156466,0.047837300366725864,0.08647788387445876,1542.0,0.017509727626459144,0,3,0.16823487537988369,Introduction,0,0.0,Low Risk,,
yo-012,2022-07,9862.11,1842,691,5.039946737683089,5.323695073235686,7178.0,41717.0,161.4934497816594,5.444047274013832,1.0,3.1705700000761667,2022-07-01,2022-01-01,6,-0.034566240753194366,6843.333333333333,4566.333333333333,1,812.4545115471611,0.11872204260309223,0.18011817552181,7435.0,0.03456624075319435,0,1,-0.2911151675742185,Growth,0,0.0,Low Risk,Negative sales momentum,
yo-003,2022-07,7796.32,1490,588,4.879421221864952,5.088033226152197,1490.0,0.0,158.03803096024694,5.088033226152197,0.0,3.005501598154018,2022-07-01,2022-01-01,6,-0.013898080741231,1552.3333333333333,1542.0,2,90.3898961905219,0.05822840639286358,0.08930862177339044,1664.0,0.1045673076923077,0,6,0.0736623057321989,Introduction,0,0.00287216005425568,Low Risk,,
ju-021,2022-07,9008.79,1667,637,5.191740412979351,5.170780481809243,3347.0,28785.0,157.5375,5.125127803557618,1.0,3.156490744387554,2022-07-01,2022-01-01,6,0.9268854346574553,2311.0,1982.3333333333333,0,898.9482743740042,0.38898670461878154,0.5154104594787368,3347.0,0.0,1,0,0.9874587175130529,Growth,0,0.0,Low Risk,,
yo-009,2022-07,10219.01,1689,644,5.2631578947368425,5.227630360623782,1689.0,0.0,157.6042480356272,5.227630360623782,0.0,3.0203479302422136,2022-07-01,2022-01-01,6,0.0035650623885918886,1703.6666666666667,1651.6666666666667,0,30.746273486933756,0.0180471180709844,0.05701682006114001,1781.0,0.05165637282425604,0,6,0.03576747756973042,Introduction,0,0.0,Low Risk,,
yo-029,2022-07,11003.43,2000,739,4.917197452229299,5.268077494692144,7316.0,40128.0,159.26696832579185,5.176000162393983,1.0,3.1631947183090525,2022-07-01,2022-01-01,6,-0.04315982212921787,7539.333333333333,5407.5,2,193.47695814575377,0.025662343020481974,0.31061181928601667,7656.0,0.044409613375130615,0,2,-0.041853657029949365,Growth,0,0.0,Low Risk,Negative sales momentum,
sn-027,2022-07,9325.63,1495,591,5.1424050632911396,5.217134757383966,1495.0,0.0,157.58855976896365,5.217134757383966,0.0,3.007103319171543,2022-07-01,2022-01-01,6,-0.011896893588896229,1513.0,1534.1666666666667,3,18.00000000000004,0.011896893588896259,0.016338258329405227,1595.0,0.06269592476489028,0,3,-0.00013987203435672502,Introduction,0,0.0,Low Risk,Sustained negative growth; Negative sales momentum,Increase marketing or bundle offers
sn-019,2022-07,6979.9800000000005,1269,494,5.437262357414449,5.316256337135615,1269.0,0.0,157.1942994680801,5.316256337135615,0.0,3.0101191763912754,2022-07-01,2022-01-01,6,-0.0007874015748031704,1262.0,1227.0,1,13.0000000000002,0.010301109350237876,0.023591071641565563,1276.0,0.0054858934169279,0,6,-0.01923166781377661,Introduction,0,0.002378545352429093,Low Risk,Negative sales momentum,
mi-002,2022-07,7235.3,1305,513,5.413533834586466,5.21203164160401,1305.0,0.0,157.08048543749308,5.21203164160401,0.0,3.0019508074517507,2022-07-01,2022-01-01,6,0.21282527881040902,1229.6666666666667,1199.3333333333333,0,133.08769038995806,0.10823070511517326,0.19661595298656032,1308.0,0.0022935779816513763,0,2,0.39019530939144875,Growth,0,0.013807939089440327,Low Risk,,
yo-014,2022-07,9384.92,1736,683,5.24793388429752,4.904434113865932,6791.0,41591.0,157.11304347826086,5.241839107773906,1.0,2.752556711572757,2022-07-01,2022-01-01,6,-0.08005960444324034,6516.666666666667,4403.833333333333,1,1030.2671174667928,0.1580972558772572,0.3978490504587123,7382.0,0.08005960444324031,0,1,-0.4529441125332533,Growth,0,0.017006678201042146,Low Risk,Negative sales momentum,
mi-022,2022-07,8611.5,1497,582,5.2631578947368425,5.37475466008772,1497.0,0.0,157.91746567815267,5.37475466008772,0.0,2.9842251876852433,2022-07-01,2022-01-01,6,0.0512640449438202,1486.6666666666667,1474.5,0,58.19221024616042,0.039142742318045126,0.06339815559018522,1539.0,0.02729044834307992,0,2,0.12598789159749146,Introduction,0,0.0027304964539007093,Low Risk,,
sn-028,2022-07,6545.4,1212,471,5.251004016064257,5.175001673360106,1212.0,0.0,157.84454134161965,5.175001673360106,0.0,3.0165809015432297,2022-07-01,2022-01-01,6,0.06690140845070425,1169.3333333333333,1175.5,0,38.85013942488926,0.03322417852755638,0.04578219215384674,1212.0,0.0,1,0,0.08759106362311808,Introduction,0,0.0,Low Risk,,
re-004,2022-07,9783.09,1799,702,4.979946524064171,5.050777629233512,4866.0,41850.0,158.74025974025975,5.224098201329188,1.0,2.8703680835003627,2022-07-01,2022-01-01,6,0.13665031534688166,4208.0,2920.0,0,697.3714935384153,0.1657251648142622,0.8015476448038908,4866.0,0.0,1,0,-0.09458350691368778,Growth,0,0.0,Low Risk,Negative sales momentum,
re-007,2022-07,10864.61,1929,722,5.141206675224647,5.2562548138639285,4766.0,43117.0,160.6192468619247,5.221826842338011,1.0,3.0379101674369964,2022-07-01,2022-01-01,6,0.5082278481012659,3632.0,2685.5,0,986.6569819344512,0.2716566580216,0.3346986299987311,4766.0,0.0,1,0,0.44425478412820185,Growth,0,0.0,Low Risk,,
sn-013,2022-07,7479.41,1308,535,5.535714285714286,5.217026785714285,1308.0,0.0,158.46131157258125,5.217026785714285,0.0,3.02507417728954,2022-07-01,2022-01-01,6,0.0022988505747125743,1311.6666666666667,1309.3333333333333,0,9.073771725877668,0.006917742103591615,0.013006090849978414,1349.0,0.03039288361749444,0,4,0.01515815465943271,Introduction,0,0.0,Low Risk,,
mi-023,2022-07,9859.33,1868,710,5.364238410596027,4.996231788079471,3795.0,43579.0,155.18930041152262,5.230873994815145,1.0,3.0866235578589527,2022-07-01,2022-01-01,6,0.4835809225957779,2680.6666666666665,2211.5,0,1058.3450917981968,0.39480667438380884,0.25571278853786167,3795.0,0.0,1,0,-0.03092470203418074,Growth,0,0.0,Low Risk,Negative sales momentum,
sn-019,2022-08,7008.1,1249,506,4.9523809523809526,5.189622222222222,1249.0,0.0,157.1942994680801,5.189622222222222,0.0,3.0101191763912754,2022-08-01,2022-01-01,7,-0.01576044129235621,1262.6666666666667,1247.1666666666667,2,11.846237095944828,0.00938191955856243,0.017146481575854244,1276.0,0.02115987460815047,0,7,-0.014973039717553038,Introduction,0,0.005533187580563144,Low Risk,Negative sales momentum,
mi-008,2022-08,6951.72,1245,482,4.9504950495049505,5.229173267326733,1245.0,0.0,157.97240888548887,5.229173267326733,0.0,3.001113771337278,2022-08-01,2022-01-01,7,0.09114811568799297,1179.6666666666667,1153.8333333333333,0,56.89756878227164,0.04823190346052979,0.05884848689465113,1253.0,0.006384676775738229,0,7,0.10155574795165301,Introduction,0,0.015290692207159215,Low Risk,,
sn-010,2022-08,7400.5,1378,535,5.236013986013986,5.1011480186480185,1378.0,0.0,158.1383723569427,5.1011480186480185,0.0,3.0047479272894626,2022-08-01,2022-01-01,7,-0.09042904290429044,1426.6666666666667,1475.6666666666667,1,76.63115119410229,0.05371342373418384,0.10156873003407559,1542.0,0.10635538261997406,0,4,-0.18271455119556657,Introduction,0,0.005171659117406628,Low Risk,Negative sales momentum,
re-004,2022-08,10781.87,1853,736,5.353925353925354,5.052754182754183,5043.0,42683.0,158.5397489539749,5.380287005716306,1.0,2.908249102406523,2022-08-01,2022-01-01,7,0.03637484586929718,4730.0,3478.0,0,398.7894181143727,0.08431065922079761,0.09744334271710173,5043.0,0.0,1,0,-0.10027546947758448,Growth,0,0.06512608103302141,Low Risk,Negative sales momentum,
yo-005,2022-08,10288.27,1893,706,5.189542483660131,5.119152505446623,6088.0,42981.0,158.57916666666668,5.147739021037805,1.0,3.0585626137024327,2022-08-01,2022-01-01,7,-0.19010243448184116,6996.0,5946.333333333333,1,789.2002280790333,0.11280735106904421,0.12794427481051254,7517.0,0.19010243448184116,0,1,-0.20825223808471272,Growth,0,0.4255658340712951,Medium Risk,Negative sales momentum,
yo-018,2022-08,7169.16,1143,459,5.313807531380753,5.1753539051603905,1143.0,0.0,155.85411659336205,5.1753539051603905,0.0,3.0178833411306814,2022-08-01,2022-01-01,7,0.11186770428015569,1077.3333333333333,1105.8333333333333,0,59.214300074672245,0.05496376863366855,0.08884110512144133,1211.0,0.05615194054500413,0,7,0.1429704375506552,Introduction,0,0.051861381492891975,Low Risk,,
yo-020,2022-08,6974.97,1294,514,5.318352059925093,5.107325218476904,1294.0,0.0,156.5025866777403,5.107325218476904,0.0,2.9916852414494777,2022-08-01,2022-01-01,7,0.0038789759503490284,1270.0,1278.5,0,37.32291521304307,0.029388122214994542,0.028655935010372283,1373.0,0.05753823743627094,0,5,-0.046650771400914115,Introduction,0,0.0,Low Risk,Negative sales momentum,
yo-009,2022-08,8789.81,1674,644,4.859882005899705,5.238918387413963,3588.0,38075.0,159.56542056074767,5.160751203849945,1.0,3.112355242200313,2022-08-01,2022-01-01,7,1.124333925399645,2320.0,2014.3333333333333,0,1098.1243099030273,0.4733294439237187,0.6576445929515906,3588.0,0.0,1,0,1.120768863011053,Growth,0,0.0,Low Risk,,
mi-011,2022-08,7266.4,1291,505,5.347744360902255,5.266311090225564,1291.0,0.0,157.0394185284058,5.266311090225564,0.0,3.0073267002354656,2022-08-01,2022-01-01,7,0.1034188034188035,1239.3333333333333,1233.0,0,62.404593847996,0.05035335705863045,0.08664681811021865,1291.0,0.0,1,0,0.1726312139199968,Introduction,0,0.0,Low Risk,,
mi-002,2022-08,7806.7300000000005,1313,522,5.072859744990892,5.187654826958106,1313.0,0.0,157.08048543749308,5.187654826958106,0.0,3.0019508074517507,2022-08-01,2022-01-01,7,0.006130268199233679,1231.3333333333333,1243.6666666666667,0,134.58206913750934,0.10929783633257391,0.19521251946493762,1313.0,0.0,1,0,-0.20669501061117534,Growth,0,0.0026021505376344085,Low Risk,Negative sales momentum,
mi-023,2022-08,10260.95,1813,699,4.967234600262123,5.118561598951508,5583.0,41549.0,158.875,5.416529144311037,1.0,3.202894549461892,2022-08-01,2022-01-01,7,0.4711462450592885,3978.6666666666665,2857.6666666666665,0,1520.8406666489866,0.38224882707330426,0.02232709190681609,5583.0,0.0,1,0,-0.012434677536489414,Growth,0,0.0026021505376344085,Low Risk,Negative sales momentum,
yo-001,2022-08,10354.08,1885,710,4.845559845559846,5.219130201630202,6100.0,43074.0,153.4512195121951,5.251795887610864,1.0,3.0084208759152804,2022-08-01,2022-01-01,7,-0.1567597456455626,6770.666666666667,5050.833333333333,1,594.7514887188887,0.08784238214635023,0.2451642911578981,7234.0,0.1567597456455626,0,1,-0.1934464753675459,Growth,0,0.0,Low Risk,Negative sales momentum,
yo-012,2022-08,11065.0,2040,785,5.175332527206772,5.165505844417573,5539.0,41263.0,153.83982683982683,5.333467671802855,1.0,3.1085824282808474,2022-08-01,2022-01-01,7,-0.2283365840066871,6717.333333333333,5201.333333333333,2,1028.5253197337126,0.1531151230250664,0.2440658877321812,7435.0,0.25501008742434433,0,2,-0.19377034325349274,Growth,0,0.0,Low Risk,Negative sales momentum,
mi-026,2022-08,11518.27,2071,787,5.231042654028436,5.154617890995262,4248.0,41790.0,152.4094827586207,5.269367506440745,1.0,3.0304096003818266,2022-08-01,2022-01-01,7,-0.2850891955570515,5299.666666666667,5083.0,1,918.1907935354908,0.17325444245590743,0.17540269127968583,5942.0,0.2850891955570515,0,1,-0.32590194735246214,Growth,0,0.0,Low Risk,Negative sales momentum,
ju-021,2022-08,10237.55,1838,711,5.4188481675392675,5.228416230366492,4309.0,40853.0,157.8095238095238,5.182011764981602,1.0,3.039223073668581,2022-08-01,2022-01-01,7,0.28742157155661796,3131.0,2433.0,0,1299.5337625471684,0.4150539005260838,0.5008474767334776,4309.0,0.0,1,0,-0.6394638631008374,Growth,0,0.0,Low Risk,Negative sales momentum,
sn-027,2022-08,8811.039999999999,1675,626,5.155555555555556,5.093949382716049,1675.0,0.0,157.58855976896365,5.093949382716049,0.0,3.007103319171543,2022-08-01,2022-01-01,7,0.12040133779264206,1561.0,1562.6666666666667,0,99.13626985114985,0.06350818055807166,0.0763420739568597,1675.0,0.0,1,0,0.1322982313815383,Introduction,0,0.0,Low Risk,,
sn-013,2022-08,7708.73,1335,527,5.745454545454545,5.29634393939394,1335.0,0.0,158.46131157258125,5.29634393939394,0.0,3.02507417728954,2022-08-01,2022-01-01,7,0.020642201834862428,1316.0,1320.6666666666667,0,16.522711641858436,0.012555252007491212,0.016775970349542365,1349.0,0.010378057820607857,0,5,0.018343351260149854,Introduction,0,0.0,Low Risk,,
mi-022,2022-08,8883.59,1610,609,6.0234375,5.09627734375,1610.0,0.0,157.91746567815267,5.09627734375,0.0,2.9842251876852433,2022-08-01,2022-01-01,7,0.07548430193720779,1510.3333333333333,1521.5,0,93.71410423908104,0.06204862342026995,0.0806453734786923,1610.0,0.0,1,0,0.02422025699338759,Introduction,0,0.008089428493870851,Low Risk,,
re-007,2022-08,9891.93,1930,748,5.1265822784810124,5.241411392405063,4652.0,39235.0,152.75770925110132,5.27960441018739,1.0,3.0488460073204147,2022-08-01,2022-01-01,7,-0.023919429290809924,4192.666666666667,3168.8333333333335,1,896.1301988736532,0.2137375255701192,0.2852683322852171,4766.0,0.023919429290809903,0,1,-0.5321472773920758,Growth,0,0.0028972122455960324,Low Risk,Negative sales momentum,
yo-003,2022-08,8161.19,1555,592,5.1579778830963665,5.237326224328594,1555.0,0.0,158.03803096024694,5.237326224328594,0.0,3.005501598154018,2022-08-01,2022-01-01,7,0.043624161073825496,1518.6666666666667,1553.1666666666667,0,33.17127271199157,0.021842365701486986,0.06575754596038379,1664.0,0.0655048076923077,0,7,0.057522241815056496,Introduction,0,0.002905660377358491,Low Risk,,
mi-006,2022-08,11667.64,1995,778,5.091352009744214,5.041808769792935,4657.0,42773.0,158.86974789915968,5.398152653205352,1.0,2.991850966459841,2022-08-01,2022-01-01,7,-0.15526936332305463,5302.0,5097.666666666667,3,569.6060041818384,0.10743229049072774,0.0767700730916941,5796.0,0.19651483781918563,0,3,-0.11639209693532804,Growth,0,0.0,Low Risk,Sustained negative growth; Negative sales momentum,Increase marketing or bundle offers
sn-030,2022-08,6147.66,1075,425,5.224719101123595,5.250702247191011,1075.0,0.0,157.93209873196346,5.250702247191011,0.0,3.031663916920807,2022-08-01,2022-01-01,7,0.0009310986964619072,1087.6666666666667,1118.8333333333333,0,22.810816147900912,0.020972248986730842,0.019893647990818726,1203.0,0.10640066500415628,0,5,0.03683774142536678,Introduction,0,0.0,Low Risk,,
yo-016,2022-08,8554.93,1456,583,4.740680713128039,5.371416801728795,1456.0,0.0,157.5723661390969,5.371416801728795,0.0,2.9890877378422136,2022-08-01,2022-01-01,7,-0.01154107264086901,1455.3333333333333,1464.0,1,18.009256878987085,0.012374661162840417,0.025673969499001102,1532.0,0.04960835509138381,0,7,-0.03659326470767488,Introduction,0,0.0,Low Risk,Negative sales momentum,
sn-028,2022-08,6042.83,1117,451,4.93576017130621,5.084370092790863,1117.0,0.0,157.84454134161965,5.084370092790863,0.0,3.0165809015432297,2022-08-01,2022-01-01,7,-0.07838283828382842,1155.0,1165.8333333333333,1,50.26927491022724,0.04352318174045648,0.07315304750245304,1212.0,0.07838283828382839,0,1,-0.14528424673453266,Introduction,0,0.0,Low Risk,Negative sales momentum,
re-025,2022-08,8995.41,1637,622,5.562403697996919,5.2135272213662045,1637.0,0.0,158.6998224226874,5.2135272213662045,0.0,2.9938827028902018,2022-08-01,2022-01-01,7,0.12123287671232874,1531.0,1508.0,0,93.5467797414748,0.061101750321015544,0.07410568795550106,1637.0,0.0,1,0,0.14529704783532338,Introduction,0,0.0029750614682121533,Low Risk,,
yo-024,2022-08,6840.5199999999995,1197,490,5.175438596491228,5.353521767381416,1197.0,0.0,159.72015059083202,5.353521767381416,0.0,2.99928356299706,2022-08-01,2022-01-01,7,0.09515096065873752,1142.6666666666667,1154.5,0,52.15681483117351,0.04564482044735138,0.06879005016780464,1208.0,0.009105960264900662,0,5,0.13469401865522257,Introduction,0,0.0,Low Risk,,
re-017,2022-08,8489.56,1434,561,5.968013468013468,5.351903759820426,1434.0,0.0,158.5310100197336,5.351903759820426,0.0,3.011985734153112,2022-08-01,2022-01-01,7,0.07576894223555897,1385.0,1394.0,0,50.56678751908191,0.03651031589825409,0.09234919185354534,1624.0,0.11699507389162561,0,7,0.11539430246610649,Introduction,0,0.0,Low Risk,,
yo-029,2022-08,10588.29,1970,757,5.167079207920792,5.2100525990099005,5707.0,41001.0,152.89473684210526,4.99159218396726,1.0,3.1669562839750025,2022-08-01,2022-01-01,7,-0.21992892290869326,6889.666666666667,6335.166666666667,3,1037.4248567165403,0.15057693019254056,0.11604234416019311,7656.0,0.2545715778474399,0,3,-0.17676910077947539,Growth,0,0.002905660377358491,Low Risk,Sustained negative growth; Negative sales momentum,Increase marketing or bundle offers
re-015,2022-08,10999.97,1945,739,5.256892230576441,5.1359847535505425,4852.0,40833.0,157.5,5.226888969368888,1.0,2.952437087032357,2022-08-01,2022-01-01,7,0.0992297236067059,4103.666666666667,3002.8333333333335,0,942.6252348273587,0.22970316826269807,0.17824727866017656,4852.0,0.0,1,0,-0.3503597673620955,Growth,0,0.024357869399426257,Low Risk,Negative sales momentum,
yo-014,2022-08,10849.36,1872,717,5.14993481095176,5.331743807040417,6384.0,41357.0,160.32034632034632,5.312876357806629,1.0,3.052210086655594,2022-08-01,2022-01-01,7,-0.05993226328964807,6852.333333333333,5168.666666666667,2,501.8190244832631,0.07323330609766937,0.2558951075890155,7382.0,0.13519371444053102,0,2,0.02012734115359227,Growth,0,0.03672548933778832,Low Risk,,
re-025,2022-09,7082.93,1369,522,4.954954954954955,5.318063063063064,1369.0,0.0,158.6998224226874,5.318063063063064,0.0,2.9938827028902018,2022-09-01,2022-01-01,8,-0.16371411117898593,1488.6666666666667,1491.8333333333333,1,136.28034830206937,0.09154524068656697,0.14248281988578787,1637.0,0.16371411117898596,0,1,-0.2849469878913147,Introduction,0,0.008678500901731393,Low Risk,Negative sales momentum,
mi-002,2022-09,6357.19,1254,478,5.10934393638171,5.075031477799867,1254.0,0.0,157.08048543749308,5.075031477799867,0.0,3.0019508074517507,2022-09-01,2022-01-01,8,-0.04493526275704496,1290.6666666666667,1248.3333333333333,1,32.005207909547366,0.024797423483636904,0.13648627077020584,1313.0,0.04493526275704494,0,1,-0.05106553095627864,Growth,0,0.01731543169924948,Low Risk,Negative sales momentum,
yo-001,2022-09,9479.39,1751,667,5.4411764705882355,5.195599906629318,4924.0,41108.0,155.84347826086957,5.343804360177866,1.0,2.969828391380183,2022-09-01,2022-01-01,8,-0.1927868852459016,6086.0,5552.166666666667,2,1155.0636346106655,0.1897902784440791,0.12340828820514087,7234.0,0.31932540779651647,0,2,-0.03602713960033899,Growth,0,0.002562008469449486,Low Risk,Negative sales momentum,
yo-029,2022-09,11034.77,1923,735,5.316055625790139,5.216526548672566,4017.0,40334.0,160.38839285714286,5.27947723068632,1.0,3.0226162176174136,2022-09-01,2022-01-01,8,-0.29612756264236906,5680.0,6232.833333333333,4,1649.6657237149595,0.290434106287845,0.12977302328024545,7656.0,0.4753134796238245,0,4,-0.0761986397336758,Growth,0,0.019596903468892566,Low Risk,Significant drop from peak sales; Sustained negative growth; Negative sales momentum,Review pricing and promotions; Increase marketing or bundle offers
yo-018,2022-09,6168.17,1147,434,5.532150776053215,5.162017738359202,1147.0,0.0,155.85411659336205,5.162017738359202,0.0,3.0178833411306814,2022-09-01,2022-01-01,8,0.0034995625546807574,1106.0,1098.6666666666667,0,67.5795827154918,0.061102696849450085,0.0745894530422272,1211.0,0.05284888521882741,0,8,-0.10836814172547493,Introduction,0,0.0026021505376344085,Low Risk,Negative sales momentum,
sn-027,2022-09,8142.46,1488,577,5.252854812398042,5.105951604132681,2879.0,28830.0,161.2625,5.124635246072861,1.0,3.0691627046643783,2022-09-01,2022-01-01,8,0.7188059701492537,2016.3333333333333,1781.3333333333333,0,752.4927463659257,0.37319858474091205,0.38934081067184745,2879.0,0.0,1,0,0.5984046323566117,Growth,0,0.0,Low Risk,,
mi-011,2022-09,5698.03,1059,427,5.351473922902494,5.160309901738473,1059.0,0.0,157.0394185284058,5.160309901738473,0.0,3.0073267002354656,2022-09-01,2022-01-01,8,-0.179705654531371,1173.3333333333333,1196.3333333333333,1,116.03591398068674,0.09889424486990347,0.14269416694769751,1291.0,0.17970565453137102,0,1,-0.2831244579501745,Introduction,0,0.09439140613796773,Low Risk,Negative sales momentum,
re-004,2022-09,10342.86,1906,719,5.14935064935065,5.096675324675325,4853.0,39851.0,158.9911111111111,5.22190061971831,1.0,2.946862319248298,2022-09-01,2022-01-01,8,-0.03767598651596271,4920.666666666667,3978.8333333333335,1,106.14298532325793,0.021570854624696774,0.0874912901160973,5043.0,0.03767598651596272,0,1,-0.07405083238525989,Growth,0,0.36734839881849135,Low Risk,Negative sales momentum,
mi-026,2022-09,10867.23,1957,757,4.689826302729529,5.336277915632754,4256.0,41162.0,155.37768240343348,5.328650955686808,1.0,2.9916997113575134,2022-09-01,2022-01-01,8,0.0018832391713747842,4815.333333333333,5139.0,0,975.7301539530969,0.20262982568595395,0.17798912164101285,5942.0,0.2837428475260855,0,2,0.28697243472842626,Growth,0,0.6118111093277018,Medium Risk,,
yo-009,2022-09,10092.28,1762,684,5.54016620498615,5.2824457525392425,3140.0,41331.0,154.28205128205127,5.395704680220246,1.0,3.115619774737538,2022-09-01,2022-01-01,8,-0.12486064659977703,2805.6666666666665,2241.6666666666665,1,992.6652675163634,0.3538072713020186,0.687156348746663,3588.0,0.12486064659977704,0,1,-1.249194571999422,Growth,0,0.3641034924505631,Low Risk,Negative sales momentum,
yo-020,2022-09,7198.06,1271,512,5.224299065420561,5.066026479750779,1271.0,0.0,156.5025866777403,5.066026479750779,0.0,2.9916852414494777,2022-09-01,2022-01-01,8,-0.01777434312210202,1284.6666666666667,1261.5,1,12.09683154108281,0.009416319310650864,0.03490608703972074,1373.0,0.07428987618353969,0,6,-0.02165331907245105,Introduction,0,0.4706216933914909,Medium Risk,Negative sales momentum,
re-015,2022-09,11092.97,1854,697,5.315860215053763,5.1400392025089605,4415.0,37198.0,153.26291079812208,5.33865078531984,1.0,2.929784140051019,2022-09-01,2022-01-01,8,-0.09006595218466606,4560.333333333333,3442.8333333333335,1,252.59123764163482,0.05538876638585662,0.2738043147896259,4852.0,0.09006595218466612,0,1,-0.18929567579137196,Growth,0,0.29840695364729186,Low Risk,Negative sales momentum,
yo-016,2022-09,8863.48,1437,574,5.341098169717138,5.397011924570161,1437.0,0.0,157.5723661390969,5.397011924570161,0.0,2.9890877378422136,2022-09-01,2022-01-01,8,-0.013049450549450503,1455.3333333333333,1465.6666666666667,2,18.009256878987085,0.012374661162840417,0.021575747943536075,1532.0,0.06201044386422976,0,8,-0.001508377908581493,Introduction,0,0.0,Low Risk,Negative sales momentum,
yo-024,2022-09,7565.54,1184,456,5.020833333333333,5.435444444444444,1184.0,0.0,159.72015059083202,5.435444444444444,0.0,2.99928356299706,2022-09-01,2022-01-01,8,-0.010860484544695126,1158.0,1150.5,1,56.66568626602865,0.048934098675326984,0.07095021164571577,1208.0,0.019867549668874173,0,6,-0.10601144520343264,Introduction,0,0.0,Low Risk,Negative sales momentum,
sn-030,2022-09,6689.96,1070,410,5.091533180778032,4.919900839054158,1070.0,0.0,157.93209873196346,4.919900839054158,0.0,3.031663916920807,2022-09-01,2022-01-01,8,-0.0046511627906976605,1073.0,1096.6666666666667,1,2.6457513110655575,0.0024657514548607246,0.019853991466037224,1203.0,0.11055694098088113,0,6,-0.005582261487159568,Introduction,0,0.0,Low Risk,Negative sales momentum,
yo-014,2022-09,9279.88,1697,666,5.222222222222222,5.198515046296296,4914.0,40835.0,163.76888888888888,5.335588117262212,1.0,3.0225157010946693,2022-09-01,2022-01-01,8,-0.23026315789473684,6029.666666666667,5664.5,3,987.3937073595993,0.16375593576642145,0.0930759823910363,7382.0,0.3343267407206719,0,3,-0.17033089460508877,Growth,0,0.0,Low Risk,Sustained negative growth; Negative sales momentum,Increase marketing or bundle offers
sn-019,2022-09,6430.42,1189,466,5.082135523613963,5.087951745379876,1189.0,0.0,157.1942994680801,5.087951745379876,0.0,3.0101191763912754,2022-09-01,2022-01-01,8,-0.048038430744595684,1235.6666666666667,1236.0,3,41.633319989322764,0.03369300241919835,0.024147878716590108,1276.0,0.06818181818181818,0,8,-0.032277989452239475,Introduction,0,0.0,Low Risk,Sustained negative growth; Negative sales momentum,Increase marketing or bundle offers
re-017,2022-09,8097.03,1433,538,5.139130434782609,4.880159420289855,1433.0,0.0,158.5310100197336,4.880159420289855,0.0,3.011985734153112,2022-09-01,2022-01-01,8,-0.0006973500697350365,1400.0,1406.0,1,58.02585630561585,0.04144704021829703,0.05870594642742514,1624.0,0.11761083743842364,0,8,-0.076466292305294,Introduction,0,0.002730496453900709,Low Risk,Negative sales momentum,
mi-022,2022-09,8283.37,1544,592,5.080385852090032,5.162469185423365,1544.0,0.0,157.91746567815267,5.162469185423365,0.0,2.9842251876852433,2022-09-01,2022-01-01,8,-0.04099378881987581,1550.3333333333333,1525.3333333333333,1,56.76559991168376,0.03661509347130752,0.06146174198368026,1610.0,0.040993788819875775,0,1,-0.1164780907570836,Introduction,0,0.003085610200364299,Low Risk,Negative sales momentum,
yo-003,2022-09,7690.79,1413,548,5.487179487179487,5.265383190883191,280.0,3535.0,163.7,4.1295,1.0,2.850550272885838,2022-09-01,2022-01-01,8,-0.819935691318328,1108.3333333333333,1335.1666666666667,1,718.0935407962763,0.6479039465831065,0.4828286543263948,1664.0,0.8317307692307693,0,8,-0.8635598523921535,Introduction,0,0.019456320868625792,Low Risk,Significant drop from peak sales; Negative sales momentum,Review pricing and promotions
sn-013,2022-09,8330.61,1486,567,5.284757118927973,5.015305695142378,1486.0,0.0,158.46131157258125,5.015305695142378,0.0,3.02507417728954,2022-09-01,2022-01-01,8,0.11310861423220975,1376.3333333333333,1343.5,0,95.9287930359459,0.0696988082121186,0.059393209037902545,1486.0,0.0,1,0,0.09246641239734732,Introduction,0,0.003225437928408226,Low Risk,,
mi-023,2022-09,9146.9,1702,657,5.403682719546742,5.060519357884797,5214.0,40828.0,162.13215859030836,5.241293264802293,1.0,3.0884451022203407,2022-09-01,2022-01-01,8,-0.06609349811929066,4864.0,3406.1666666666665,1,943.9867583817056,0.1940762249962388,0.31382668562028204,5583.0,0.0660934981192907,0,1,-0.5372397431785791,Growth,0,0.0,Low Risk,Negative sales momentum,
